CP_municipio,Municipio,Codigo Estado,Codigo min de municipio,Codigo max de municipio,Zona horaria
21011,Albino Zertuche,21,74780,74780,Tiempo del Centro
21012,Aljojuca,21,75180,75187,Tiempo del Centro
21013,Altepexi,21,75950,75950,Tiempo del Centro
21014,Amixtlán,21,73360,73364,Tiempo del Centro
21015,Amozoc,21,72980,72997,Tiempo del Centro
21016,Aquixtla,21,73620,73638,Tiempo del Centro
21017,Atempan,21,73940,73949,Tiempo del Centro
21018,Atexcal,21,75840,75849,Tiempo del Centro
21019,Atlixco,21,74200,74369,Tiempo del Centro
21020,Atoyatempan,21,75620,75620,Tiempo del Centro
21021,Atzala,21,74590,74590,Tiempo del Centro
21022,Atzitzihuacán,21,74500,74508,Tiempo del Centro
21023,Atzitzintla,21,75540,75558,Tiempo del Centro
21024,Axutla,21,74830,74838,Tiempo del Centro
21025,Ayotoxco de Guerrero,21,73570,73579,Tiempo del Centro
21026,Calpan,21,74180,74183,Tiempo del Centro
21027,Caltepec,21,75890,75897,Tiempo del Centro
21028,Camocuautla,21,73420,73425,Tiempo del Centro
21029,Caxhuacan,21,73520,73520,Tiempo del Centro
21030,Coatepec,21,73410,73410,Tiempo del Centro
21031,Coatzingo,21,74650,74656,Tiempo del Centro
21032,Cohetzala,21,74740,74741,Tiempo del Centro
21033,Cohuecan,21,74520,74522,Tiempo del Centro
21034,Coronango,21,72670,72685,Tiempo del Centro
21035,Coxcatlán,21,75980,75989,Tiempo del Centro
21036,Coyomeapan,21,75990,75997,Tiempo del Centro
21037,Coyotepec,21,74910,74917,Tiempo del Centro
21038,Cuapiaxtla de Madero,21,75420,75421,Tiempo del Centro
21039,Cuautempan,21,73600,73615,Tiempo del Centro
21040,Cuautinchán,21,75220,75238,Tiempo del Centro
21041,Cuautlancingo,21,72700,72735,Tiempo del Centro
21042,Cuayuca de Andrade,21,74810,74818,Tiempo del Centro
21043,Cuetzalan del Progreso,21,73560,73566,Tiempo del Centro
21044,Cuyoaco,21,73980,73989,Tiempo del Centro
21045,Chalchicomula de Sesma,21,75520,75539,Tiempo del Centro
21046,Chapulco,21,75810,75814,Tiempo del Centro
21047,Chiautla,21,74730,74737,Tiempo del Centro
21048,Chiautzingo,21,74150,74155,Tiempo del Centro
21049,Chiconcuautla,21,73320,73329,Tiempo del Centro
21050,Chichiquila,21,75090,75098,Tiempo del Centro
21051,Chietla,21,74580,74589,Tiempo del Centro
21052,Chigmecatitlán,21,74670,74670,Tiempo del Centro
21053,Chignahuapan,21,73298,73309,Tiempo del Centro
21054,Chignautla,21,73950,73958,Tiempo del Centro
21055,Chila,21,74990,74998,Tiempo del Centro
21056,Chila de la Sal,21,74760,74760,Tiempo del Centro
21057,Honey,21,73120,73135,Tiempo del Centro
21058,Chilchotla,21,75070,75074,Tiempo del Centro
21059,Chinantla,21,74840,74847,Tiempo del Centro
21060,Domingo Arenas,21,74170,74173,Tiempo del Centro
21061,Eloxochitlán,21,75920,75926,Tiempo del Centro
21062,Epatlán,21,74630,74635,Tiempo del Centro
21063,Esperanza,21,75560,75571,Tiempo del Centro
21064,Francisco Z. Mena,21,73000,73015,Tiempo del Centro
21065,General Felipe Ángeles,21,75170,75179,Tiempo del Centro
21066,Guadalupe,21,74890,74897,Tiempo del Centro
21067,Guadalupe Victoria,21,75040,75049,Tiempo del Centro
21068,Hermenegildo Galeana,21,73390,73397,Tiempo del Centro
21069,Huaquechula,21,74370,74379,Tiempo del Centro
21070,Huatlatlauca,21,75380,75399,Tiempo del Centro
21071,Huauchinango,21,73160,73178,Tiempo del Centro
21072,Huehuetla,21,73470,73477,Tiempo del Centro
21073,Huehuetlán el Chico,21,74720,74729,Tiempo del Centro
21074,Huejotzingo,21,74160,74169,Tiempo del Centro
21075,Hueyapan,21,73920,73928,Tiempo del Centro
21076,Hueytamalco,21,73580,73589,Tiempo del Centro
21077,Hueytlalpan,21,73430,73438,Tiempo del Centro
21078,Huitzilan de Serdán,21,73450,73457,Tiempo del Centro
21079,Huitziltepec,21,75640,75641,Tiempo del Centro
21080,Atlequizayan,21,73490,73495,Tiempo del Centro
21081,Ixcamilpa de Guerrero,21,74770,74777,Tiempo del Centro
21082,Ixcaquixtla,21,74900,74909,Tiempo del Centro
21083,Ixtacamaxtitlán,21,73720,73739,Tiempo del Centro
21084,Ixtepec,21,73480,73486,Tiempo del Centro
21085,Izúcar de Matamoros,21,74400,74578,Tiempo del Centro
21086,Jalpan,21,73050,73058,Tiempo del Centro
21087,Jolalpan,21,74710,74716,Tiempo del Centro
21088,Jonotla,21,73530,73539,Tiempo del Centro
21089,Jopala,21,73260,73276,Tiempo del Centro
21090,Juan C. Bonilla,21,72640,72669,Tiempo del Centro
21091,Juan Galindo,21,73200,73215,Tiempo del Centro
21092,Juan N. Méndez,21,75690,75699,Tiempo del Centro
21093,Lafragua,21,75060,75069,Tiempo del Centro
21094,Libres,21,73780,73799,Tiempo del Centro
21095,La Magdalena Tlatlauquitepec,21,75340,75340,Tiempo del Centro
21096,Mazapiltepec de Juárez,21,75130,75138,Tiempo del Centro
21097,Mixtla,21,75260,75270,Tiempo del Centro
21098,Molcaxac,21,75650,75659,Tiempo del Centro
21099,Cañada Morelos,21,75580,75597,Tiempo del Centro
21100,Naupan,21,73140,73147,Tiempo del Centro
21101,Nauzontla,21,73550,73557,Tiempo del Centro
21102,Nealtican,21,74300,74305,Tiempo del Centro
21103,Nicolás Bravo,21,75830,75837,Tiempo del Centro
21104,Nopalucan,21,75120,75129,Tiempo del Centro
21105,Ocotepec,21,73760,73774,Tiempo del Centro
21106,Ocoyucan,21,72850,72867,Tiempo del Centro
21107,Olintla,21,73400,73407,Tiempo del Centro
21108,Oriental,21,75020,75029,Tiempo del Centro
21109,Pahuatlán,21,73100,73119,Tiempo del Centro
21110,Palmar de Bravo,21,75500,75515,Tiempo del Centro
21111,Pantepec,21,73020,73029,Tiempo del Centro
21112,Petlalcingo,21,74970,74979,Tiempo del Centro
21113,Piaxtla,21,74880,74889,Tiempo del Centro
21114,Puebla,21,72000,72978,Tiempo del Centro
21115,Quecholac,21,75460,75476,Tiempo del Centro
21116,Quimixtlán,21,75080,75089,Tiempo del Centro
21117,Rafael Lara Grajales,21,75000,75000,Tiempo del Centro
21118,Los Reyes de Juárez,21,75400,75415,Tiempo del Centro
21119,San Andrés Cholula,21,72803,72848,Tiempo del Centro
21120,San Antonio Cañada,21,75860,75867,Tiempo del Centro
21121,San Diego la Mesa Tochimiltzingo,21,74380,74389,Tiempo del Centro
21122,San Felipe Teotlalcingo,21,74140,74144,Tiempo del Centro
21123,San Felipe Tepatlán,21,73350,73357,Tiempo del Centro
21124,San Gabriel Chilac,21,75880,75886,Tiempo del Centro
21125,San Gregorio Atzompa,21,74320,74325,Tiempo del Centro
21126,San Jerónimo Tecuanipan,21,74310,74310,Tiempo del Centro
21127,San Jerónimo Xayacatlán,21,74950,74957,Tiempo del Centro
21128,San José Chiapa,21,75010,75016,Tiempo del Centro
21129,San José Miahuatlán,21,75970,75975,Tiempo del Centro
21130,San Juan Atenco,21,75190,75197,Tiempo del Centro
21131,San Juan Atzompa,21,75360,75360,Tiempo del Centro
21132,San Martín Texmelucan,21,74000,74129,Tiempo del Centro
21133,San Martín Totoltepec,21,74610,74610,Tiempo del Centro
21134,San Matías Tlalancaleca,21,74110,74117,Tiempo del Centro
21135,San Miguel Ixitlán,21,74980,74986,Tiempo del Centro
21136,San Miguel Xoxtla,21,72620,72620,Tiempo del Centro
21137,San Nicolás Buenos Aires,21,75030,75039,Tiempo del Centro
21138,San Nicolás de los Ranchos,21,74190,74190,Tiempo del Centro
21139,San Pablo Anicano,21,74860,74868,Tiempo del Centro
21140,San Pedro Cholula,21,72750,72788,Tiempo del Centro
21141,San Pedro Yeloixtlahuaca,21,74960,74966,Tiempo del Centro
21142,San Salvador el Seco,21,75160,75169,Tiempo del Centro
21143,San Salvador el Verde,21,74130,74139,Tiempo del Centro
21144,San Salvador Huixcolotla,21,75440,75445,Tiempo del Centro
21145,San Sebastián Tlacotepec,21,75940,75949,Tiempo del Centro
21146,Santa Catarina Tlaltempan,21,74660,74660,Tiempo del Centro
21147,Santa Inés Ahuatempan,21,74820,74826,Tiempo del Centro
21148,Santa Isabel Cholula,21,74350,74358,Tiempo del Centro
21149,Santiago Miahuatlán,21,75820,75827,Tiempo del Centro
21150,Huehuetlán el Grande,21,75320,75338,Tiempo del Centro
21151,Santo Tomás Hueyotlipan,21,75280,75290,Tiempo del Centro
21152,Soltepec,21,75140,75148,Tiempo del Centro
21153,Tecali de Herrera,21,75240,75259,Tiempo del Centro
21154,Tecamachalco,21,75480,75499,Tiempo del Centro
21155,Tecomatlán,21,74870,74876,Tiempo del Centro
21156,Tehuacán,21,75700,75859,Tiempo del Centro
21157,Tehuitzingo,21,74800,74808,Tiempo del Centro
21158,Tenampulco,21,73500,73509,Tiempo del Centro
21159,Teopantlán,21,74600,74600,Tiempo del Centro
21160,Teotlalco,21,74700,74708,Tiempo del Centro
21161,Tepanco de López,21,75800,75809,Tiempo del Centro
21162,Tepango de Rodríguez,21,73370,73376,Tiempo del Centro
21163,Tepatlaxco de Hidalgo,21,75100,75100,Tiempo del Centro
21164,Tepeaca,21,75200,75219,Tiempo del Centro
21165,Tepemaxalco,21,74530,74534,Tiempo del Centro
21166,Tepeojuma,21,74390,74397,Tiempo del Centro
21167,Tepetzintla,21,73340,73348,Tiempo del Centro
21168,Tepexco,21,74550,74557,Tiempo del Centro
21169,Tepexi de Rodríguez,21,74690,74699,Tiempo del Centro
21170,Tepeyahualco,21,73990,73999,Tiempo del Centro
21171,Tepeyahualco de Cuauhtémoc,21,75630,75635,Tiempo del Centro
21172,Tetela de Ocampo,21,73640,73659,Tiempo del Centro
21173,Teteles de Avila Castillo,21,73930,73939,Tiempo del Centro
21174,Teziutlán,21,73800,73968,Tiempo del Centro
21175,Tianguismanalco,21,74340,74343,Tiempo del Centro
21176,Tilapa,21,74560,74568,Tiempo del Centro
21177,Tlacotepec de Benito Juárez,21,75680,75689,Tiempo del Centro
21178,Tlacuilotepec,21,73070,73077,Tiempo del Centro
21179,Tlachichuca,21,75050,75059,Tiempo del Centro
21180,Tlahuapan,21,74100,74109,Tiempo del Centro
21181,Tlaltenango,21,72600,72600,Tiempo del Centro
21182,Tlanepantla,21,75600,75600,Tiempo del Centro
21183,Tlaola,21,73220,73237,Tiempo del Centro
21184,Tlapacoya,21,73280,73289,Tiempo del Centro
21185,Tlapanalá,21,74540,74547,Tiempo del Centro
21186,Tlatlauquitepec,21,73900,73909,Tiempo del Centro
21187,Tlaxco,21,73060,73069,Tiempo del Centro
21188,Tochimilco,21,74330,74339,Tiempo del Centro
21189,Tochtepec,21,75610,75619,Tiempo del Centro
21190,Totoltepec de Guerrero,21,74930,74935,Tiempo del Centro
21191,Tulcingo,21,74790,74798,Tiempo del Centro
21192,Tuzamapan de Galeana,21,73510,73518,Tiempo del Centro
21193,Tzicatlacoyan,21,75300,75311,Tiempo del Centro
21194,Venustiano Carranza,21,73030,73049,Tiempo del Centro
21195,Vicente Guerrero,21,75900,75909,Tiempo del Centro
21196,Xayacatlán de Bravo,21,74920,74928,Tiempo del Centro
21197,Xicotepec,21,73080,73099,Tiempo del Centro
21198,Xicotlán,21,74750,74755,Tiempo del Centro
21199,Xiutetelco,21,73970,73978,Tiempo del Centro
21200,Xochiapulco,21,73660,73674,Tiempo del Centro
21201,Xochiltepec,21,74620,74620,Tiempo del Centro
21202,Xochitlán de Vicente Suárez,21,73460,73468,Tiempo del Centro
21203,Xochitlán Todos Santos,21,75660,75667,Tiempo del Centro
21204,Yaonáhuac,21,73910,73918,Tiempo del Centro
21205,Yehualtepec,21,75670,75679,Tiempo del Centro
21206,Zacapala,21,74680,74688,Tiempo del Centro
21207,Zacapoaxtla,21,73680,73698,Tiempo del Centro
21208,Zacatlán,21,73310,73319,Tiempo del Centro
21209,Zapotitlán,21,75870,75879,Tiempo del Centro
21210,Zapotitlán de Méndez,21,73440,73440,Tiempo del Centro
21211,Zaragoza,21,73700,73702,Tiempo del Centro
21212,Zautla,21,73740,73759,Tiempo del Centro
21213,Zihuateutla,21,73240,73259,Tiempo del Centro
21214,Zinacatepec,21,75960,75960,Tiempo del Centro
21215,Zongozotla,21,73380,73386,Tiempo del Centro
21216,Zoquiapan,21,73540,73540,Tiempo del Centro
21217,Zoquitlán,21,75930,75935,Tiempo del Centro
22001,Amealco de Bonfil,22,76850,76897,Tiempo del Centro
22002,Pinal de Amoles,22,76300,76337,Tiempo del Centro
22003,Arroyo Seco,22,76400,76440,Tiempo del Centro
22004,Cadereyta de Montes,22,76500,76548,Tiempo del Centro
22005,Colón,22,76270,76299,Tiempo del Centro
22006,Corregidora,22,76900,76930,Tiempo del Centro
22007,Ezequiel Montes,22,76650,76697,Tiempo del Centro
22008,Huimilpan,22,76950,76998,Tiempo del Centro
22009,Jalpan de Serra,22,76340,76359,Tiempo del Centro
22010,Landa de Matamoros,22,76360,76399,Tiempo del Centro
22011,El Marqués,22,76240,76269,Tiempo del Centro
22012,Pedro Escobedo,22,76700,76746,Tiempo del Centro
22013,Peñamiller,22,76450,76499,Tiempo del Centro
22014,Querétaro,22,76000,76238,Tiempo del Centro
22015,San Joaquín,22,76550,76575,Tiempo del Centro
22016,San Juan del Río,22,76800,76849,Tiempo del Centro
22017,Tequisquiapan,22,76750,76799,Tiempo del Centro
22018,Tolimán,22,76600,76649,Tiempo del Centro
23001,Cozumel,23,77600,77689,Tiempo del Sureste
23002,Felipe Carrillo Puerto,23,77100,77259,Tiempo del Sureste
23003,Isla Mujeres,23,77400,77412,Tiempo del Sureste
23004,Othón P. Blanco,23,77000,77997,Tiempo del Sureste
23005,Benito Juárez,23,77500,77569,Tiempo del Sureste
23006,José María Morelos,23,77800,77899,Tiempo del Sureste
23007,Lázaro Cárdenas,23,77300,77386,Tiempo del Sureste
23008,Solidaridad,23,77710,77740,Tiempo del Sureste
23009,Tulum,23,77760,77796,Tiempo del Sureste
23010,Bacalar,23,77900,77947,Tiempo del Sureste
23011,Puerto Morelos,23,77580,77594,Tiempo del Sureste
24001,Ahualulco,24,78450,78457,Tiempo del Centro
24002,Alaquines,24,79360,79377,Tiempo del Centro
24003,Aquismón,24,79760,79777,Tiempo del Centro
24004,Armadillo de los Infante,24,78980,78997,Tiempo del Centro
24005,Cárdenas,24,79380,79397,Tiempo del Centro
24006,Catorce,24,78540,78567,Tiempo del Centro
24007,Cedral,24,78520,78537,Tiempo del Centro
24008,Cerritos,24,79400,79447,Tiempo del Centro
24009,Cerro de San Pedro,24,78440,78448,Tiempo del Centro
24010,Ciudad del Maíz,24,79320,79357,Tiempo del Centro
24011,Ciudad Fernández,24,79650,79677,Tiempo del Centro
24012,Tancanhuitz,24,79800,79807,Tiempo del Centro
24013,Ciudad Valles,24,79000,79287,Tiempo del Centro
24014,Coxcatlán,24,79860,79879,Tiempo del Centro
24015,Charcas,24,78570,78597,Tiempo del Centro
24016,Ebano,24,79100,79297,Tiempo del Centro
24017,Guadalcázar,24,78870,78897,Tiempo del Centro
24018,Huehuetlán,24,79880,79895,Tiempo del Centro
24019,Lagunillas,24,79780,79788,Tiempo del Centro
24020,Matehuala,24,78700,78827,Tiempo del Centro
24021,Mexquitic de Carmona,24,78460,78487,Tiempo del Centro
24022,Moctezuma,24,78900,78919,Tiempo del Centro
24023,Rayón,24,79740,79755,Tiempo del Centro
24024,Rioverde,24,79600,79647,Tiempo del Centro
24025,Salinas,24,78600,78626,Tiempo del Centro
24026,San Antonio,24,79830,79837,Tiempo del Centro
24027,San Ciro de Acosta,24,79680,79697,Tiempo del Centro
24028,San Luis Potosí,24,78000,78427,Tiempo del Centro
24029,San Martín Chalchicuautla,24,79950,79958,Tiempo del Centro
24030,San Nicolás Tolentino,24,79480,79493,Tiempo del Centro
24031,Santa Catarina,24,79790,79798,Tiempo del Centro
24032,Santa María del Río,24,79560,79589,Tiempo del Centro
24033,Santo Domingo,24,78630,78649,Tiempo del Centro
24034,San Vicente Tancuayalab,24,79820,79826,Tiempo del Centro
24035,Soledad de Graciano Sánchez,24,78430,78439,Tiempo del Centro
24036,Tamasopo,24,79702,79733,Tiempo del Centro
24037,Tamazunchale,24,79960,79997,Tiempo del Centro
24038,Tampacán,24,79940,79948,Tiempo del Centro
24039,Tampamolón Corona,24,79850,79859,Tiempo del Centro
24040,Tamuín,24,79200,79229,Tiempo del Centro
24041,Tanlajás,24,79810,79819,Tiempo del Centro
24042,Tanquián de Escobedo,24,79840,79849,Tiempo del Centro
24043,Tierra Nueva,24,79590,79599,Tiempo del Centro
24044,Vanegas,24,78500,78514,Tiempo del Centro
24045,Venado,24,78920,78937,Tiempo del Centro
24046,Villa de Arriaga,24,78490,78497,Tiempo del Centro
24047,Villa de Guadalupe,24,78840,78868,Tiempo del Centro
24048,Villa de la Paz,24,78830,78837,Tiempo del Centro
24049,Villa de Ramos,24,78660,78697,Tiempo del Centro
24050,Villa de Reyes,24,79500,79533,Tiempo del Centro
24051,Villa Hidalgo,24,78960,78979,Tiempo del Centro
24052,Villa Juárez,24,79450,79471,Tiempo del Centro
24053,Axtla de Terrazas,24,79930,79938,Tiempo del Centro
24054,Xilitla,24,79900,79928,Tiempo del Centro
24055,Zaragoza,24,79540,79557,Tiempo del Centro
24056,Villa de Arista,24,78940,78958,Tiempo del Centro
24057,Matlapa,24,79970,79978,Tiempo del Centro
24058,El Naranjo,24,79300,79318,Tiempo del Centro
25001,Ahome,25,81200,81393,Tiempo del Pacífico
25002,Angostura,25,81600,81690,Tiempo del Pacífico
25003,Badiraguato,25,80500,80687,Tiempo del Pacífico
25004,Concordia,25,82600,82686,Tiempo del Pacífico
25005,Cosalá,25,80700,80797,Tiempo del Pacífico
25006,Culiacán,25,80000,80498,Tiempo del Pacífico
25007,Choix,25,81700,81784,Tiempo del Pacífico
25008,Elota,25,82700,82797,Tiempo del Pacífico
25009,Escuinapa,25,82400,82592,Tiempo del Pacífico
25010,El Fuerte,25,81800,81895,Tiempo del Pacífico
25011,Guasave,25,81000,81197,Tiempo del Pacífico
25012,Mazatlán,25,82000,82384,Tiempo del Pacífico
25013,Mocorito,25,80800,80967,Tiempo del Pacífico
25014,Rosario,25,82800,82887,Tiempo del Pacífico
25015,Salvador Alvarado,25,81400,81545,Tiempo del Pacífico
25016,San Ignacio,25,82900,82996,Tiempo del Pacífico
25017,Sinaloa,25,81900,81997,Tiempo del Pacífico
25018,Navolato,25,80320,80378,Tiempo del Pacífico
26001,Aconchi,26,84920,84935,Tiempo del Pacífico Sonora
26002,Agua Prieta,26,84200,84317,Tiempo del Pacífico Sonora
26003,Alamos,26,85760,85777,Tiempo del Pacífico Sonora
26004,Altar,26,83750,83797,Tiempo del Pacífico Sonora
26005,Arivechi,26,85680,85695,Tiempo del Pacífico Sonora
26006,Arizpe,26,84640,84657,Tiempo del Pacífico Sonora
26007,Atil,26,83820,83837,Tiempo del Pacífico Sonora
26008,Bacadéhuachi,26,84480,84496,Tiempo del Pacífico Sonora
26009,Bacanora,26,85660,85676,Tiempo del Pacífico Sonora
26010,Bacerac,26,84380,84397,Tiempo del Pacífico Sonora
26011,Bacoachi,26,84680,84695,Tiempo del Pacífico Sonora
26012,Bácum,26,85260,85278,Tiempo del Pacífico Sonora
26013,Banámichi,26,84880,84895,Tiempo del Pacífico Sonora
26014,Baviácora,26,84940,84957,Tiempo del Pacífico Sonora
26015,Bavispe,26,84360,84377,Tiempo del Pacífico Sonora
26016,Benjamín Hill,26,83900,83927,Tiempo del Pacífico Sonora
26017,Caborca,26,83600,83735,Tiempo del Pacífico Sonora
26018,Cajeme,26,85000,85219,Tiempo del Pacífico Sonora
26019,Cananea,26,84620,84637,Tiempo del Pacífico Sonora
26020,Carbó,26,83380,83397,Tiempo del Pacífico Sonora
26021,La Colorada,26,85540,85556,Tiempo del Pacífico Sonora
26022,Cucurpe,26,84660,84677,Tiempo del Pacífico Sonora
26023,Cumpas,26,84500,84527,Tiempo del Pacífico Sonora
26024,Divisaderos,26,84730,84747,Tiempo del Pacífico Sonora
26025,Empalme,26,85300,85537,Tiempo del Pacífico Sonora
26026,Etchojoa,26,85280,85288,Tiempo del Pacífico Sonora
26027,Fronteras,26,84320,84336,Tiempo del Pacífico Sonora
26028,Granados,26,84460,84460,Tiempo del Pacífico Sonora
26029,Guaymas,26,85400,85513,Tiempo del Pacífico Sonora
26030,Hermosillo,26,83000,83357,Tiempo del Pacífico Sonora
26031,Huachinera,26,84400,84427,Tiempo del Pacífico Sonora
26032,Huásabas,26,84530,84536,Tiempo del Pacífico Sonora
26033,Huatabampo,26,85240,85994,Tiempo del Pacífico Sonora
26034,Huépac,26,84860,84874,Tiempo del Pacífico Sonora
26035,Imuris,26,84120,84137,Tiempo del Pacífico Sonora
26036,Magdalena,26,84160,84178,Tiempo del Pacífico Sonora
26037,Mazatán,26,85560,85565,Tiempo del Pacífico Sonora
26038,Moctezuma,26,84560,84576,Tiempo del Pacífico Sonora
26039,Naco,26,84180,84197,Tiempo del Pacífico Sonora
26040,Nácori Chico,26,84440,84459,Tiempo del Pacífico Sonora
26041,Nacozari de García,26,84340,84352,Tiempo del Pacífico Sonora
26042,Navojoa,26,85220,85896,Tiempo del Pacífico Sonora
26043,Nogales,26,84000,84117,Tiempo del Pacífico Sonora
26044,Onavas,26,85740,85740,Tiempo del Pacífico Sonora
26045,Opodepe,26,84800,84850,Tiempo del Pacífico Sonora
26046,Oquitoa,26,83840,83840,Tiempo del Pacífico Sonora
26047,Pitiquito,26,83960,83990,Tiempo del Pacífico Sonora
26048,Puerto Peñasco,26,83550,83567,Tiempo del Pacífico Sonora
26049,Quiriego,26,85720,85737,Tiempo del Pacífico Sonora
26050,Rayón,26,84980,84990,Tiempo del Pacífico Sonora
26051,Rosario,26,85700,85717,Tiempo del Pacífico Sonora
26052,Sahuaripa,26,85600,85619,Tiempo del Pacífico Sonora
26053,San Felipe de Jesús,26,84960,84969,Tiempo del Pacífico Sonora
26054,San Javier,26,85620,85620,Tiempo del Pacífico Sonora
26055,San Luis Río Colorado,26,83400,83540,Tiempo del Pacífico Sonora
26056,San Miguel de Horcasitas,26,83360,83377,Tiempo del Pacífico Sonora
26057,San Pedro de la Cueva,26,84700,84711,Tiempo del Pacífico Sonora
26058,Santa Ana,26,84600,84617,Tiempo del Pacífico Sonora
26059,Santa Cruz,26,84140,84147,Tiempo del Pacífico Sonora
26060,Sáric,26,83860,83890,Tiempo del Pacífico Sonora
26061,Soyopa,26,85640,85656,Tiempo del Pacífico Sonora
26062,Suaqui Grande,26,85580,85580,Tiempo del Pacífico Sonora
26063,Tepache,26,84750,84760,Tiempo del Pacífico Sonora
26064,Trincheras,26,83930,83935,Tiempo del Pacífico Sonora
26065,Tubutama,26,83800,83818,Tiempo del Pacífico Sonora
26066,Ures,26,84900,84919,Tiempo del Pacífico Sonora
26067,Villa Hidalgo,26,84580,84583,Tiempo del Pacífico Sonora
26068,Villa Pesqueira,26,84770,84790,Tiempo del Pacífico Sonora
26069,Yécora,26,85780,85798,Tiempo del Pacífico Sonora
26070,General Plutarco Elías Calles,26,83570,83590,Tiempo del Pacífico Sonora
26071,Benito Juárez,26,85290,85298,Tiempo del Pacífico Sonora
26072,San Ignacio Río Muerto,26,85514,85519,Tiempo del Pacífico Sonora
27001,Balancán,27,86930,86977,Tiempo del Centro
27002,Cárdenas,27,86460,86599,Tiempo del Centro
27003,Centla,27,86750,86768,Tiempo del Centro
27004,Centro,27,86000,86298,Tiempo del Centro
27005,Comalcalco,27,86300,86670,Tiempo del Centro
27006,Cunduacán,27,86680,86698,Tiempo del Centro
27007,Emiliano Zapata,27,86980,86998,Tiempo del Centro
27008,Huimanguillo,27,86400,86456,Tiempo del Centro
27009,Jalapa,27,86830,86865,Tiempo del Centro
27010,Jalpa de Méndez,27,86200,86216,Tiempo del Centro
27011,Jonuta,27,86770,86796,Tiempo del Centro
27012,Macuspana,27,86700,86748,Tiempo del Centro
27013,Nacajuca,27,86220,86247,Tiempo del Centro
27014,Paraíso,27,86600,86621,Tiempo del Centro
27015,Tacotalpa,27,86870,86897,Tiempo del Centro
27016,Teapa,27,86800,86828,Tiempo del Centro
27017,Tenosique,27,86900,86928,Tiempo del Centro
28001,Abasolo,28,87760,87770,Tiempo del Centro
28002,Aldama,28,89670,89679,Tiempo del Centro
28003,Altamira,28,89600,89650,Tiempo del Centro
28004,Antiguo Morelos,28,89960,89969,Tiempo del Centro
28005,Burgos,28,88890,88898,Tiempo del Centro
28006,Bustamante,28,87960,87969,Tiempo del Centro
28007,Camargo,28,88440,88490,Tiempo del Centro en Frontera
28008,Casas,28,87250,87259,Tiempo del Centro
28009,Ciudad Madero,28,89400,89590,Tiempo del Centro
28010,Cruillas,28,87640,87655,Tiempo del Centro
28011,Gómez Farías,28,89780,89797,Tiempo del Centro
28012,González,28,89700,89746,Tiempo del Centro
28013,Güémez,28,87230,87249,Tiempo del Centro
28014,Guerrero,28,88370,88374,Tiempo del Centro en Frontera
28015,Gustavo Díaz Ordaz,28,88400,88439,Tiempo del Centro en Frontera
28016,Hidalgo,28,87800,87858,Tiempo del Centro
28017,Jaumave,28,87930,87949,Tiempo del Centro
28018,Jiménez,28,87700,87720,Tiempo del Centro
28019,Llera,28,87200,87229,Tiempo del Centro
28020,Mainero,28,87860,87875,Tiempo del Centro
28021,El Mante,28,89800,89956,Tiempo del Centro
28022,Matamoros,28,87300,87589,Tiempo del Centro en Frontera
28023,Méndez,28,88880,88887,Tiempo del Centro
28024,Mier,28,88390,88390,Tiempo del Centro en Frontera
28025,Miguel Alemán,28,88300,88349,Tiempo del Centro en Frontera
28026,Miquihuana,28,87950,87958,Tiempo del Centro
28027,Nuevo Laredo,28,88000,88350,Tiempo del Centro en Frontera
28028,Nuevo Morelos,28,89970,89970,Tiempo del Centro
28029,Ocampo,28,87980,87997,Tiempo del Centro
28030,Padilla,28,87780,87799,Tiempo del Centro
28031,Palmillas,28,87970,87975,Tiempo del Centro
28032,Reynosa,28,88500,88875,Tiempo del Centro en Frontera
28033,Río Bravo,28,88800,88995,Tiempo del Centro en Frontera
28034,San Carlos,28,87730,87755,Tiempo del Centro
28035,San Fernando,28,87600,87636,Tiempo del Centro
28036,San Nicolás,28,87660,87668,Tiempo del Centro
28037,Soto la Marina,28,87670,87697,Tiempo del Centro
28038,Tampico,28,89000,89369,Tiempo del Centro
28039,Tula,28,87900,87928,Tiempo del Centro
28040,Valle Hermoso,28,87500,87535,Tiempo del Centro en Frontera
28041,Victoria,28,87000,87284,Tiempo del Centro
28042,Villagrán,28,87880,87898,Tiempo del Centro
28043,Xicoténcatl,28,89750,89778,Tiempo del Centro
29001,Amaxac de Guerrero,29,90620,90635,Tiempo del Centro
29002,Apetatitlán de Antonio Carvajal,29,90600,90610,Tiempo del Centro
29003,Atlangatepec,29,90410,90418,Tiempo del Centro
29004,Atltzayanca,29,90550,90558,Tiempo del Centro
29005,Apizaco,29,90300,90407,Tiempo del Centro
29006,Calpulalpan,29,90200,90226,Tiempo del Centro
29007,El Carmen Tequexquitla,29,90570,90577,Tiempo del Centro
29008,Cuapiaxtla,29,90560,90568,Tiempo del Centro
29009,Cuaxomulco,29,90660,90660,Tiempo del Centro
29010,Chiautempan,29,90800,90821,Tiempo del Centro
29011,Muñoz de Domingo Arenas,29,90420,90428,Tiempo del Centro
29012,Españita,29,90290,90298,Tiempo del Centro
29013,Huamantla,29,90500,90535,Tiempo del Centro
29014,Hueyotlipan,29,90240,90247,Tiempo del Centro
29015,Ixtacuixtla de Mariano Matamoros,29,90120,90134,Tiempo del Centro
29016,Ixtenco,29,90580,90586,Tiempo del Centro
